name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
William Hunter 26113,Male,Missing,High Table,Handler,Hitman,Unarmed,Determined,51,Tokyo,Senior Agent,Absolute
Benjamin Morgan 26114,Male,Deceased,Ruska Roma,Security,Manager,Rifle,Fearful,56,London,Novice,Medium
Daniel Hayes 26115,Male,Deceased,High Table,Handler,Manager,Knife,Angry,201,Berlin,Agent,High
Alex Cooper 26116,Male,Deceased,High Table,Contractor,Bodyguard,Shotgun,Neutral,74,Tokyo,Novice,High
William Collins 26117,Female,Active,Continental,Handler,Hitman,Unarmed,Neutral,40,Rome,Novice,High
Henry Turner 26118,Male,Inactive,Ruska Roma,Security,Tracker,Sword,Calm,14,Marrakesh,Master,Medium
Thomas Bailey 26119,Male,Missing,Underworld,Security,Bodyguard,Knife,Determined,36,Osaka,Agent,Low
Jack Morgan 26120,Female,Inactive,High Table,Security,Manager,Pistol,Neutral,228,New York,Master,Absolute
Michael Reed 26121,Female,Deceased,Continental,Security,Operative,Unarmed,Determined,87,New York,Master,Absolute
Andrew Griffin 26122,Female,Active,Continental,Assassin,Bodyguard,Rifle,Fearful,166,Paris,Agent,Absolute
Ryan Morgan 26123,Male,Inactive,High Table,Assassin,Hitman,Knife,Angry,129,New York,Senior Agent,Low
Leo Turner 26124,Male,Missing,Independent,Assassin,Enforcer,Pistol,Fearful,92,New York,Master,Low
Benjamin Cooper 26125,Female,Deceased,Independent,Security,Operative,Rifle,Fearful,126,Tokyo,Novice,Low
Oliver Stone 26126,Male,Missing,Ruska Roma,Contractor,Enforcer,Knife,Neutral,172,New York,Senior Agent,Medium
James Walker 26127,Female,Deceased,Ruska Roma,Contractor,Enforcer,Sword,Calm,161,Prague,Novice,Medium
Samuel Ward 26128,Female,Missing,Ruska Roma,Crime Syndicate,Hitman,Pistol,Calm,127,Osaka,Senior Agent,Absolute
Joseph Foster 26129,Male,Missing,High Table,Security,Operative,Rifle,Calm,163,Tokyo,Senior Agent,Low
Alex Griffin 26130,Male,Missing,Continental,Crime Syndicate,Operative,Pistol,Neutral,18,Marrakesh,Agent,Absolute
Joseph Foster 26131,Female,Active,High Table,Assassin,Operative,Pistol,Angry,242,Marrakesh,Senior Agent,Absolute
Thomas Hayes 26132,Male,Missing,Independent,Contractor,Tracker,Shotgun,Determined,203,London,Elite,Medium
Ethan Brooks 26133,Male,Active,Independent,Assassin,Operative,Pistol,Calm,24,Paris,Senior Agent,Medium
Leo Walker 26134,Female,Deceased,Ruska Roma,Security,Tracker,Shotgun,Neutral,141,Prague,Novice,Low
Benjamin Morgan 26135,Male,Active,Continental,Crime Syndicate,Enforcer,Shotgun,Fearful,24,Casablanca,Novice,High
James Hayes 26136,Female,Deceased,High Table,Crime Syndicate,Bodyguard,Rifle,Calm,95,Prague,Novice,High
Andrew Brooks 26137,Male,Active,Continental,Security,Tracker,Unarmed,Fearful,97,New York,Elite,Low
Samuel Hayes 26138,Female,Deceased,Independent,Contractor,Enforcer,Pistol,Calm,207,New York,Senior Agent,Medium
Joseph Parker 26139,Female,Active,Underworld,Contractor,Bodyguard,Unarmed,Fearful,4,London,Agent,High
Samuel Collins 26140,Male,Missing,Continental,Handler,Operative,Pistol,Calm,15,London,Elite,Low
William Griffin 26141,Male,Inactive,Continental,Handler,Enforcer,Rifle,Focused,37,Paris,Agent,Absolute
William Turner 26142,Female,Inactive,Underworld,Contractor,Enforcer,Rifle,Angry,217,Paris,Novice,High
Lucas Cooper 26143,Female,Active,Underworld,Assassin,Hitman,Sword,Focused,138,Prague,Novice,Medium
Lucas Reed 26144,Male,Active,Underworld,Contractor,Operative,Shotgun,Focused,149,Casablanca,Agent,Absolute
Oliver Parker 26145,Female,Deceased,Ruska Roma,Handler,Enforcer,Shotgun,Calm,106,New York,Master,Low
James Bailey 26146,Female,Inactive,Independent,Security,Operative,Shotgun,Neutral,5,Berlin,Novice,High
David Bennett 26147,Male,Missing,Underworld,Handler,Enforcer,Pistol,Determined,154,Paris,Master,Absolute
Lucas Bennett 26148,Male,Active,Continental,Contractor,Hitman,Knife,Neutral,63,Casablanca,Novice,Medium
Samuel Foster 26149,Male,Deceased,Ruska Roma,Contractor,Bodyguard,Knife,Neutral,87,Berlin,Novice,Low
Samuel Hunter 26150,Female,Missing,Underworld,Crime Syndicate,Tracker,Pistol,Calm,167,Berlin,Master,Low
Oliver Bailey 26151,Female,Active,Underworld,Security,Hitman,Shotgun,Calm,247,Casablanca,Elite,Low
Lucas Hunter 26152,Female,Deceased,Ruska Roma,Contractor,Manager,Pistol,Determined,101,Berlin,Agent,Low
Leo Turner 26153,Female,Deceased,Continental,Handler,Manager,Knife,Determined,49,London,Senior Agent,Medium
Alex Hayes 26154,Female,Deceased,Ruska Roma,Assassin,Operative,Sword,Focused,210,New York,Master,Absolute
Lucas Foster 26155,Female,Active,Ruska Roma,Assassin,Hitman,Sword,Fearful,250,Paris,Agent,Absolute
Ethan Ward 26156,Female,Deceased,Underworld,Assassin,Operative,Unarmed,Fearful,132,Osaka,Agent,High
Oliver Ward 26157,Male,Missing,Independent,Assassin,Bodyguard,Knife,Determined,28,Osaka,Elite,Low
Thomas Walker 26158,Male,Deceased,Ruska Roma,Security,Tracker,Rifle,Calm,216,Rome,Agent,High
Noah Cooper 26159,Male,Deceased,Ruska Roma,Handler,Manager,Shotgun,Focused,100,Marrakesh,Novice,Absolute
Ethan Morgan 26160,Male,Missing,Independent,Handler,Enforcer,Rifle,Calm,153,Berlin,Elite,Medium
Samuel Turner 26161,Female,Deceased,Underworld,Contractor,Tracker,Sword,Focused,47,Paris,Master,Absolute
Joseph Foster 26162,Male,Missing,Continental,Contractor,Operative,Sword,Neutral,36,Casablanca,Agent,Medium
Ethan Carter 26163,Female,Deceased,Ruska Roma,Contractor,Manager,Pistol,Determined,92,Tokyo,Master,Medium
Samuel Brooks 26164,Male,Missing,Ruska Roma,Crime Syndicate,Operative,Sword,Angry,243,Rome,Elite,Absolute
Noah Foster 26165,Male,Missing,Continental,Security,Bodyguard,Knife,Focused,25,Rome,Agent,Low
Benjamin Mitchell 26166,Female,Inactive,Independent,Handler,Hitman,Unarmed,Determined,191,Berlin,Agent,Absolute
Joseph Murphy 26167,Female,Active,Independent,Crime Syndicate,Tracker,Knife,Neutral,148,Tokyo,Agent,Absolute
Henry Parker 26168,Male,Deceased,High Table,Contractor,Manager,Unarmed,Angry,96,Berlin,Elite,Medium
Noah Hunter 26169,Female,Deceased,Independent,Assassin,Enforcer,Unarmed,Fearful,145,Rome,Novice,Medium
Henry Reed 26170,Female,Missing,Independent,Assassin,Tracker,Rifle,Angry,151,Casablanca,Senior Agent,Absolute
Andrew Ward 26171,Female,Inactive,High Table,Contractor,Bodyguard,Shotgun,Angry,84,Rome,Elite,Absolute
Lucas Walker 26172,Female,Active,Ruska Roma,Contractor,Tracker,Pistol,Focused,128,Prague,Master,High
Daniel Brooks 26173,Male,Active,Underworld,Security,Tracker,Unarmed,Focused,29,Paris,Senior Agent,Absolute
Ryan Hunter 26174,Female,Missing,High Table,Crime Syndicate,Enforcer,Unarmed,Focused,52,Marrakesh,Novice,Absolute
James Murphy 26175,Male,Active,High Table,Crime Syndicate,Hitman,Pistol,Calm,241,Prague,Novice,High
Oliver Hayes 26176,Female,Deceased,High Table,Contractor,Enforcer,Unarmed,Focused,52,New York,Agent,High
Andrew Reed 26177,Female,Inactive,Independent,Contractor,Enforcer,Knife,Fearful,20,Berlin,Senior Agent,Medium
Ryan Reed 26178,Male,Deceased,High Table,Security,Enforcer,Pistol,Fearful,249,Paris,Senior Agent,High
David Russell 26179,Female,Deceased,Ruska Roma,Security,Enforcer,Sword,Angry,213,Casablanca,Elite,Absolute
David Griffin 26180,Male,Deceased,Continental,Assassin,Hitman,Sword,Neutral,130,Rome,Master,Low
Oliver Brooks 26181,Female,Inactive,High Table,Security,Tracker,Pistol,Calm,27,Rome,Agent,Low
Andrew Cooper 26182,Female,Missing,High Table,Handler,Operative,Unarmed,Angry,10,Prague,Master,Low
Thomas Hunter 26183,Male,Deceased,Ruska Roma,Contractor,Manager,Sword,Neutral,189,Osaka,Senior Agent,High
David Carter 26184,Female,Missing,Continental,Security,Bodyguard,Pistol,Neutral,41,London,Elite,High
William Murphy 26185,Female,Inactive,Underworld,Contractor,Hitman,Pistol,Determined,217,Osaka,Agent,Low
Lucas Mitchell 26186,Male,Inactive,Independent,Security,Manager,Sword,Fearful,11,Casablanca,Novice,Absolute
Henry Mitchell 26187,Male,Missing,Ruska Roma,Handler,Operative,Knife,Calm,173,London,Novice,High
Ryan Hayes 26188,Female,Active,Underworld,Contractor,Manager,Knife,Neutral,234,Tokyo,Agent,Medium
James Hayes 26189,Male,Active,Continental,Assassin,Operative,Rifle,Neutral,158,Berlin,Master,Low
Joseph Parker 26190,Female,Active,Underworld,Handler,Tracker,Rifle,Angry,143,Berlin,Novice,Absolute
Michael Brooks 26191,Male,Missing,High Table,Handler,Manager,Unarmed,Fearful,141,Berlin,Elite,Absolute
Michael Hayes 26192,Male,Missing,High Table,Handler,Hitman,Pistol,Focused,173,Prague,Agent,Low
David Mitchell 26193,Female,Deceased,High Table,Handler,Manager,Pistol,Focused,196,London,Senior Agent,Low
Thomas Bailey 26194,Male,Deceased,Underworld,Assassin,Bodyguard,Rifle,Fearful,31,Casablanca,Senior Agent,Medium
James Murphy 26195,Female,Missing,Underworld,Security,Bodyguard,Shotgun,Neutral,147,New York,Agent,Low
Daniel Bailey 26196,Male,Missing,High Table,Assassin,Hitman,Sword,Determined,95,Berlin,Novice,Low
David Bailey 26197,Female,Missing,Ruska Roma,Handler,Manager,Unarmed,Fearful,152,Prague,Senior Agent,Low
Oliver Walker 26198,Male,Missing,Independent,Crime Syndicate,Manager,Rifle,Neutral,233,Paris,Novice,High
Lucas Bennett 26199,Male,Inactive,Underworld,Security,Hitman,Knife,Fearful,89,Osaka,Elite,Absolute
James Reed 26200,Female,Inactive,Independent,Contractor,Operative,Rifle,Determined,186,Prague,Elite,Low
Joseph Reed 26201,Male,Inactive,Ruska Roma,Security,Hitman,Knife,Neutral,149,Casablanca,Agent,Absolute
Andrew Ward 26202,Female,Inactive,Underworld,Security,Operative,Shotgun,Determined,164,New York,Master,Low
Daniel Cooper 26203,Female,Deceased,Continental,Assassin,Operative,Knife,Determined,101,New York,Elite,Low
Samuel Hunter 26204,Male,Missing,Independent,Contractor,Hitman,Shotgun,Calm,70,Marrakesh,Master,Low
William Walker 26205,Female,Missing,Continental,Contractor,Manager,Rifle,Fearful,5,Berlin,Novice,Low
Oliver Ward 26206,Female,Inactive,Ruska Roma,Contractor,Operative,Unarmed,Neutral,132,New York,Elite,Low
Daniel Griffin 26207,Male,Deceased,Ruska Roma,Assassin,Tracker,Shotgun,Neutral,37,New York,Agent,High
David Russell 26208,Female,Inactive,Continental,Assassin,Manager,Pistol,Angry,43,Casablanca,Master,Low
James Parker 26209,Male,Active,Underworld,Handler,Bodyguard,Rifle,Determined,104,Osaka,Senior Agent,Low
Alex Cooper 26210,Female,Active,Ruska Roma,Contractor,Manager,Unarmed,Focused,62,Marrakesh,Master,Medium
Leo Morgan 26211,Female,Missing,Continental,Assassin,Hitman,Sword,Angry,104,Prague,Novice,Absolute
Michael Stone 26212,Male,Missing,Ruska Roma,Security,Tracker,Knife,Neutral,176,Marrakesh,Agent,Medium
Matthew Carter 26213,Female,Inactive,Independent,Security,Enforcer,Sword,Calm,206,Berlin,Agent,Low
James Brooks 26214,Male,Missing,Continental,Handler,Manager,Sword,Neutral,172,London,Master,Low
William Foster 26215,Female,Missing,Ruska Roma,Assassin,Hitman,Sword,Neutral,250,Osaka,Master,Medium
Alex Carter 26216,Male,Active,Underworld,Contractor,Enforcer,Unarmed,Determined,83,Casablanca,Elite,Medium
Thomas Mitchell 26217,Male,Missing,Underworld,Crime Syndicate,Hitman,Rifle,Neutral,236,Berlin,Master,Low
Benjamin Stone 26218,Male,Active,Ruska Roma,Handler,Bodyguard,Pistol,Fearful,191,Tokyo,Master,Medium
Lucas Carter 26219,Male,Active,High Table,Contractor,Enforcer,Unarmed,Angry,100,Tokyo,Agent,Low
Ryan Hunter 26220,Female,Deceased,Continental,Handler,Operative,Unarmed,Determined,160,Rome,Master,Medium
James Bailey 26221,Female,Deceased,Ruska Roma,Security,Enforcer,Rifle,Fearful,224,Berlin,Novice,Medium
David Turner 26222,Female,Missing,High Table,Crime Syndicate,Tracker,Unarmed,Focused,186,Tokyo,Novice,High
Oliver Russell 26223,Male,Missing,Underworld,Handler,Manager,Sword,Calm,144,Berlin,Senior Agent,High
Andrew Turner 26224,Female,Active,Continental,Crime Syndicate,Tracker,Unarmed,Focused,210,Tokyo,Master,Medium
Ryan Morgan 26225,Male,Missing,Independent,Crime Syndicate,Tracker,Knife,Focused,183,Berlin,Agent,Low
Thomas Ward 26226,Male,Inactive,High Table,Assassin,Manager,Sword,Fearful,20,Prague,Senior Agent,Medium
Leo Walker 26227,Male,Deceased,Independent,Contractor,Enforcer,Rifle,Angry,127,London,Agent,Absolute
Ethan Ward 26228,Male,Missing,Underworld,Security,Tracker,Pistol,Neutral,56,Rome,Master,High
Jack Cooper 26229,Male,Inactive,High Table,Handler,Manager,Sword,Focused,23,Tokyo,Novice,Absolute
Joseph Carter 26230,Female,Inactive,Underworld,Assassin,Tracker,Sword,Angry,75,Paris,Agent,Absolute
Leo Parker 26231,Female,Inactive,Independent,Security,Manager,Shotgun,Determined,54,Rome,Senior Agent,Medium
Alex Carter 26232,Male,Active,Ruska Roma,Crime Syndicate,Enforcer,Pistol,Angry,172,Osaka,Novice,Medium
David Griffin 26233,Male,Missing,Independent,Assassin,Enforcer,Unarmed,Angry,140,Paris,Master,Medium
Ethan Russell 26234,Female,Deceased,Ruska Roma,Crime Syndicate,Tracker,Rifle,Focused,24,Berlin,Master,Medium
Alex Hayes 26235,Male,Missing,Continental,Handler,Bodyguard,Pistol,Calm,15,Prague,Senior Agent,High
James Foster 26236,Male,Inactive,High Table,Handler,Enforcer,Knife,Determined,102,Osaka,Elite,Absolute
Benjamin Mitchell 26237,Female,Active,Independent,Contractor,Tracker,Pistol,Neutral,168,London,Novice,High
Michael Murphy 26238,Female,Active,Underworld,Contractor,Bodyguard,Shotgun,Fearful,62,Casablanca,Novice,High
Alex Foster 26239,Female,Deceased,Ruska Roma,Crime Syndicate,Bodyguard,Rifle,Determined,23,Berlin,Agent,Absolute
Thomas Hayes 26240,Female,Deceased,Continental,Assassin,Bodyguard,Pistol,Focused,144,Paris,Agent,Medium
Henry Bailey 26241,Female,Missing,High Table,Crime Syndicate,Bodyguard,Pistol,Neutral,84,Marrakesh,Senior Agent,High
Matthew Cooper 26242,Female,Deceased,High Table,Contractor,Hitman,Pistol,Focused,234,Berlin,Agent,Absolute
Alex Turner 26243,Female,Missing,High Table,Security,Manager,Unarmed,Focused,77,Tokyo,Novice,Medium
David Ward 26244,Male,Inactive,Independent,Crime Syndicate,Bodyguard,Knife,Determined,45,London,Elite,Absolute
Daniel Morgan 26245,Female,Active,High Table,Handler,Manager,Sword,Angry,247,New York,Novice,Medium
Ryan Parker 26246,Female,Deceased,High Table,Contractor,Enforcer,Rifle,Calm,30,Rome,Agent,High
Joseph Cooper 26247,Female,Inactive,Independent,Contractor,Bodyguard,Unarmed,Calm,158,New York,Senior Agent,Absolute
William Morgan 26248,Female,Active,Continental,Security,Manager,Unarmed,Fearful,33,Marrakesh,Agent,Low
Henry Mitchell 26249,Female,Active,High Table,Assassin,Enforcer,Rifle,Neutral,208,Prague,Master,Medium
Joseph Carter 26250,Female,Deceased,High Table,Crime Syndicate,Operative,Shotgun,Determined,210,London,Master,Low
Ryan Hunter 26251,Female,Inactive,Continental,Security,Tracker,Rifle,Neutral,86,Berlin,Agent,Medium
James Bennett 26252,Male,Inactive,Continental,Handler,Manager,Unarmed,Calm,161,Tokyo,Elite,Medium
David Hunter 26253,Female,Inactive,Continental,Handler,Hitman,Sword,Determined,100,Casablanca,Elite,High
William Stone 26254,Male,Active,Continental,Crime Syndicate,Manager,Rifle,Neutral,55,Osaka,Novice,Low
Benjamin Mitchell 26255,Female,Deceased,High Table,Assassin,Enforcer,Pistol,Calm,117,Casablanca,Agent,Absolute
Henry Walker 26256,Female,Deceased,Independent,Security,Manager,Pistol,Fearful,41,Rome,Elite,Low
Joseph Murphy 26257,Male,Deceased,Underworld,Security,Manager,Rifle,Calm,148,Rome,Novice,Absolute
Leo Foster 26258,Male,Missing,Independent,Contractor,Bodyguard,Shotgun,Fearful,48,Tokyo,Senior Agent,Medium
Lucas Ward 26259,Male,Missing,Underworld,Security,Operative,Shotgun,Fearful,29,Rome,Senior Agent,Medium
Joseph Foster 26260,Male,Deceased,Continental,Contractor,Enforcer,Rifle,Focused,43,Marrakesh,Novice,Low
Andrew Mitchell 26261,Male,Missing,Ruska Roma,Crime Syndicate,Operative,Sword,Determined,32,Casablanca,Agent,Absolute
Ethan Griffin 26262,Female,Deceased,Ruska Roma,Assassin,Hitman,Pistol,Focused,237,New York,Agent,High
Michael Parker 26263,Female,Deceased,Ruska Roma,Contractor,Manager,Pistol,Focused,67,Berlin,Elite,Absolute
Ryan Hayes 26264,Female,Missing,Independent,Handler,Bodyguard,Unarmed,Determined,81,Tokyo,Elite,Absolute
Joseph Bennett 26265,Female,Missing,Ruska Roma,Assassin,Operative,Unarmed,Focused,0,Marrakesh,Novice,Medium
Samuel Foster 26266,Female,Missing,Ruska Roma,Handler,Operative,Rifle,Calm,154,Paris,Elite,High
William Collins 26267,Male,Deceased,Independent,Contractor,Tracker,Pistol,Angry,14,Tokyo,Agent,Absolute
Ethan Hayes 26268,Female,Missing,High Table,Assassin,Operative,Sword,Focused,12,Berlin,Senior Agent,Medium
Ethan Foster 26269,Male,Deceased,Continental,Security,Manager,Rifle,Angry,41,Berlin,Senior Agent,Absolute
William Foster 26270,Male,Deceased,Continental,Handler,Operative,Sword,Fearful,26,New York,Senior Agent,Medium
David Bailey 26271,Male,Missing,Underworld,Handler,Hitman,Shotgun,Determined,84,Casablanca,Senior Agent,High
Thomas Bailey 26272,Male,Deceased,Independent,Crime Syndicate,Hitman,Sword,Focused,129,London,Novice,Medium
Leo Brooks 26273,Male,Active,Ruska Roma,Assassin,Manager,Pistol,Angry,89,Paris,Novice,High
Jack Brooks 26274,Female,Missing,Independent,Handler,Tracker,Shotgun,Angry,230,London,Master,Absolute
Thomas Carter 26275,Female,Inactive,Ruska Roma,Security,Enforcer,Rifle,Calm,88,Prague,Senior Agent,High
Benjamin Russell 26276,Male,Missing,Underworld,Crime Syndicate,Bodyguard,Shotgun,Focused,77,Prague,Senior Agent,High
Michael Hunter 26277,Female,Deceased,Underworld,Handler,Manager,Knife,Calm,147,Rome,Novice,Medium
Daniel Parker 26278,Male,Deceased,Independent,Crime Syndicate,Enforcer,Pistol,Neutral,114,Marrakesh,Agent,Absolute
Daniel Turner 26279,Male,Missing,Independent,Contractor,Bodyguard,Knife,Determined,192,London,Senior Agent,High
Lucas Russell 26280,Female,Active,Underworld,Security,Manager,Rifle,Calm,231,Tokyo,Master,Medium
Lucas Cooper 26281,Male,Missing,High Table,Handler,Bodyguard,Unarmed,Calm,232,Berlin,Master,High
Andrew Griffin 26282,Female,Active,High Table,Contractor,Manager,Sword,Determined,175,Prague,Elite,Absolute
Noah Foster 26283,Male,Missing,Ruska Roma,Assassin,Tracker,Pistol,Fearful,112,Osaka,Novice,Low
Andrew Hunter 26284,Female,Inactive,Underworld,Contractor,Manager,Rifle,Focused,24,Paris,Agent,High
Joseph Hayes 26285,Female,Inactive,Ruska Roma,Contractor,Manager,Knife,Fearful,42,Rome,Novice,Low
Daniel Brooks 26286,Male,Missing,Continental,Security,Tracker,Pistol,Neutral,102,Berlin,Elite,Medium
Alex Bailey 26287,Male,Deceased,Ruska Roma,Contractor,Bodyguard,Rifle,Calm,208,Berlin,Elite,Low
James Mitchell 26288,Female,Inactive,Independent,Contractor,Tracker,Unarmed,Determined,41,London,Senior Agent,High
Oliver Parker 26289,Male,Inactive,Ruska Roma,Security,Tracker,Pistol,Angry,7,Rome,Master,Low
Samuel Parker 26290,Female,Missing,High Table,Handler,Hitman,Shotgun,Determined,221,Tokyo,Agent,High
Leo Turner 26291,Female,Deceased,High Table,Contractor,Hitman,Sword,Focused,228,Prague,Novice,Low
Joseph Murphy 26292,Female,Deceased,Independent,Security,Bodyguard,Rifle,Fearful,55,Prague,Master,High
Samuel Stone 26293,Male,Deceased,Continental,Handler,Enforcer,Sword,Neutral,8,Paris,Master,Medium
Leo Walker 26294,Female,Active,Independent,Contractor,Hitman,Sword,Angry,153,Rome,Agent,Medium
Ethan Bailey 26295,Female,Deceased,Independent,Handler,Hitman,Pistol,Calm,51,Berlin,Elite,High
Matthew Griffin 26296,Male,Active,Underworld,Handler,Manager,Unarmed,Focused,123,Prague,Master,Low
Joseph Collins 26297,Male,Deceased,Underworld,Handler,Bodyguard,Pistol,Angry,78,Berlin,Novice,Low
James Turner 26298,Male,Inactive,Continental,Handler,Tracker,Unarmed,Determined,56,Paris,Master,Low
Benjamin Hunter 26299,Male,Deceased,Continental,Crime Syndicate,Bodyguard,Unarmed,Calm,239,Casablanca,Master,Medium
Benjamin Walker 26300,Male,Inactive,Ruska Roma,Handler,Enforcer,Rifle,Fearful,120,Tokyo,Senior Agent,Medium
Lucas Hunter 26301,Female,Missing,Continental,Contractor,Tracker,Sword,Neutral,184,Casablanca,Novice,Medium
Lucas Turner 26302,Female,Inactive,Underworld,Crime Syndicate,Enforcer,Shotgun,Neutral,101,Marrakesh,Master,Absolute
Matthew Hayes 26303,Female,Missing,Ruska Roma,Handler,Tracker,Sword,Fearful,243,New York,Senior Agent,High
David Reed 26304,Female,Missing,High Table,Handler,Manager,Rifle,Neutral,192,Casablanca,Agent,High
Leo Hunter 26305,Female,Active,Continental,Contractor,Hitman,Knife,Neutral,97,Berlin,Master,Absolute
